"perse","activity","start_time","xcoord","ycoord"
"145","home","1726",785483,5754545
"145","shops","2105",790670.88255,5752085.50432
"145","home","2244",785483,5754545
"146","home","0000",785213,5759707
"146","work","0725",790098.62271,5754759.19639
"146","home","1517",785213,5759707
"146","shops","1959",759294.96025,5730628.35413
"146","home","2035",785213,5759707
"147","home","0000",776811,5761124
"147","work","0902",761289.50657,5762130.29619
"147","other","1728",777888.65052,5762548.96247
"147","home","2057",776811,5761124
"148","home","0000",780997,5754926
"148","work","0953",779513.96035,5746544.88888
"148","home","1644",780997,5754926
"149","home","0000",785187,5758885
"149","work","0807",771154.38036,5738979.16897
"149","other","1730",792837.45553,5769972.52889
"149","home","1857",785187,5758885
"149","shops","2124",789902.15203,5752276.48654
"149","home","2306",785187,5758885
"150","home","0000",785255,5762965
"150","work","0845",786334.34808,5764005.76275
"150","home","1710",785255,5762965
"150","other","2052",792803.19879,5769441.31381
"150","home","2253",785255,5762965
"151","home","0000",787068,5756367
"151","beach","1023",786985.47082,5748372.83646
"151","home","1220",787068,5756367
"151","beach","1460",790006.00295,5750945.9283
"151","work","1743",789848.05453,5752795.44381
"151","home","2359",787068,5756367
"152","home","0000",772456,5760194
"152","shops","0925",790505.64718,5752116.69154
"152","home","1133",772456,5760194
"152","other","1205",777888.65052,5762548.96247
"152","beach","1500",794242.078,5754370.29551
"152","work","1623",778649.17232,5743860.56825
"152","home","2359",772456,5760194
"153","home","0000",780692,5756196
"153","other","0914",777888.65052,5762548.96247
"153","shops","1024",778433.82508,5744429.17115
"153","home","1231",780692,5756196
"153","beach","1525",786255.54497,5747965.81546
"153","work","1653",789848.05453,5752795.44381
"153","home","2359",780692,5756196
"154","home","0000",780014,5756746
"154","work","0847",779513.96035,5746544.88888
"154","home","1708",780014,5756746
"154","other","1841",793534.67335,5769831.90665
"154","home","2022",780014,5756746
"155","home","0000",777285,5758768
"155","other","0714",777888.65052,5762548.96247
"155","work","0820",790106.78926,5751427.52566
"155","shops","1604",778482.57737,5744462.75843
"155","home","1854",777285,5758768
"156","home","0000",779004,5753018
"156","work","0914",778210.63486,5744138.97464
"156","shops","1736",778482.57737,5744462.75843
"156","home","1845",779004,5753018
"157","home","0000",775163,5754712
"157","work","0640",779513.96035,5746544.88888
"157","shops","1544",792871.83966,5770473.28821
"157","home","1907",775163,5754712
"158","home","0000",783411,5752802
"158","work","0629",793641.32026,5769328.94189
"158","beach","1434",790006.00295,5750945.9283
"158","shops","1649",778482.57737,5744462.75843
"158","other","1853",778154.87981,5743919.35957
"158","home","2048",783411,5752802
"159","home","0000",773871,5760142
"159","shops","1150",777902.25512,5762634.6724
"159","work","1243",771120.82582,5738818.00056
"159","home","2128",773871,5760142
"160","home","0000",779133,5757929
"160","other","1517",777888.65052,5762548.96247
"160","work","1629",786334.34808,5764005.76275
"160","home","2359",779133,5757929
"161","home","0000",783459,5755388
"161","work","0700",790484.60538,5754857.18225
"161","shops","1424",790357.10312,5752184.65303
"161","home","1643",783459,5755388
"162","home","0000",773136,5762270
"162","work","0930",761289.50657,5762130.29619
"162","home","1628",773136,5762270
"163","home","0000",787055,5757602
"163","work","0458",790098.62271,5754759.19639
"163","beach","1345",776580.38162,5741915.32936
"163","shops","1430",789902.15203,5752276.48654
"163","home","1629",787055,5757602
"163","other","1855",789863.66729,5753170.47836
"163","home","2115",787055,5757602
"164","home","0000",787500,5753361
"164","work","0458",790098.62271,5754759.19639
"164","home","1303",787500,5753361
"164","other","1441",789863.66729,5753170.47836
"164","home","1616",787500,5753361
"165","home","0000",774387,5758547
"165","beach","1210",789125.65437,5750638.52234
"165","shops","1425",790505.64718,5752116.69154
"165","work","1759",759492.64698,5730627.75413
"165","home","2359",774387,5758547
"166","home","0000",775405,5763961
"166","other","0141",778154.87981,5743919.35957
"166","home","0322",775405,5763961
"166","work","0816",789848.05453,5752795.44381
"166","home","1758",775405,5763961
"166","other","1908",777888.65052,5762548.96247
"166","home","2236",775405,5763961
"167","home","0000",784126,5759625
"167","other","0500",789863.66729,5753170.47836
"167","home","0626",784126,5759625
"167","work","0805",786334.34808,5764005.76275
"167","shops","1638",789902.15203,5752276.48654
"167","home","1942",784126,5759625
"168","home","0000",786931,5758690
"168","work","0948",777704.05806,5743980.73808
"168","shops","1742",789902.15203,5752276.48654
"168","home","1807",786931,5758690
"169","home","0000",779104,5753453
"169","work","0936",779012.88562,5744520.34118
"169","home","1753",779104,5753453
"169","other","2058",778546.67853,5744446.73313
"169","home","2221",779104,5753453
"170","home","0000",786495,5760198
"170","work","1636",786334.34808,5764005.76275
"170","home","2359",786495,5760198
"171","home","0000",775339,5758409
"171","other","0657",771374.44073,5738835.66619
"171","home","0918",775339,5758409
"171","work","1751",778463.2759,5744455.4553
"171","home","2359",775339,5758409
"172","home","0000",775460,5764311
"172","work","0954",777704.05806,5743980.73808
"172","beach","1708",776580.38162,5741915.32936
"172","home","1855",775460,5764311
"173","home","0000",771235,5752632
"173","work","1031",759310.02792,5730461.39643
"173","shops","1836",778482.57737,5744462.75843
"173","home","2045",771235,5752632
"174","home","0000",786052,5764173
"174","shops","1117",790670.88255,5752085.50432
"174","home","1329",786052,5764173
"174","shops","1421",790505.64718,5752116.69154
"174","work","1650",786334.34808,5764005.76275
"174","home","2359",786052,5764173
"175","home","0000",787892,5761840
"175","shops","0957",789974.17245,5752810.54643
"175","home","1035",787892,5761840
"175","shops","1220",792871.83966,5770473.28821
"175","home","1442",787892,5761840
"175","work","1643",786334.34808,5764005.76275
"175","home","2359",787892,5761840
"176","home","0000",770929,5752593
"176","shops","1349",778433.82508,5744429.17115
"176","work","1603",779012.88562,5744520.34118
"176","home","2359",770929,5752593
"177","home","0000",777886,5754542
"177","beach","1513",789125.65437,5750638.52234
"177","shops","1657",759317.42351,5729964.86105
"177","home","1817",777886,5754542
"177","other","2127",777888.65052,5762548.96247
"177","home","2223",777886,5754542
"178","home","0000",774164,5760227
"178","beach","1017",797658.77908,5756257.89872
"178","other","1341",777888.65052,5762548.96247
"178","shops","1447",770351.40111,5738001.92605
"178","work","1611",778210.63486,5744138.97464
"178","home","2359",774164,5760227
"179","home","0000",781277,5761026
"179","work","0829",786334.34808,5764005.76275
"179","shops","1718",777902.25512,5762634.6724
"179","home","2257",781277,5761026
"180","home","0000",781148,5753312
"180","shops","0805",789974.17245,5752810.54643
"180","home","1116",781148,5753312
"180","shops","1259",790670.88255,5752085.50432
"180","work","1658",779012.88562,5744520.34118
"180","home","2359",781148,5753312
"181","home","0000",777380,5758948
"181","work","0409",789848.05453,5752795.44381
"181","other","1202",792803.19879,5769441.31381
"181","home","1540",777380,5758948
"181","other","1946",777888.65052,5762548.96247
"181","home","2137",777380,5758948
"182","home","0000",773110,5762898
"182","other","0740",777888.65052,5762548.96247
"182","work","0927",761856.89786,5763333.34179
"182","shops","1712",759294.96025,5730628.35413
"182","home","1816",773110,5762898
"183","home","0000",783757,5763591
"183","work","1358",790106.78926,5751427.52566
"183","home","2021",783757,5763591
"184","home","0000",777524,5754174
"184","work","1041",778210.63486,5744138.97464
"184","shops","1922",789902.15203,5752276.48654
"184","home","2009",777524,5754174
"185","home","0000",780444,5754421
"185","other","0324",778779.70651,5745319.61958
"185","home","0716",780444,5754421
"185","other","1122",777888.65052,5762548.96247
"185","beach","1218",788528.10978,5750214.98843
"185","home","1644",780444,5754421
"186","home","0000",784215,5757714
"186","work","0904",790098.62271,5754759.19639
"186","shops","1732",778279.66613,5743500.15352
"186","home","1855",784215,5757714
"187","home","0000",773722,5761350
"187","work","0815",790484.60538,5754857.18225
"187","shops","1644",777902.25512,5762634.6724
"187","home","1954",773722,5761350
"188","home","0000",787953,5763441
"188","shops","1118",778482.57737,5744462.75843
"188","beach","1323",794920.60169,5772690.71159
"188","home","1413",787953,5763441
"188","work","1713",786334.34808,5764005.76275
"188","home","2359",787953,5763441
"189","home","0000",782792,5752730
"189","shops","1558",790357.10312,5752184.65303
"189","work","1604",789434.99816,5751266.44194
"189","home","2359",782792,5752730
"190","home","0000",779123,5764181
"190","work","1053",792919.68545,5754526.38383
"190","home","1802",779123,5764181
"191","home","0000",782750,5761957
"191","other","0738",789863.66729,5753170.47836
"191","work","0856",778463.2759,5744455.4553
"191","other","1626",777888.65052,5762548.96247
"191","home","1842",782750,5761957
"191","shops","2007",777902.25512,5762634.6724
"191","home","2320",782750,5761957
"192","home","0000",775432,5754707
"192","other","0606",778546.67853,5744446.73313
"192","work","0954",778791.70915,5745372.55639
"192","home","1741",775432,5754707
"192","shops","1814",778482.57737,5744462.75843
"192","home","2144",775432,5754707
"193","home","0000",774941,5761468
"193","beach","1257",786255.54497,5747965.81546
"193","shops","1517",777902.25512,5762634.6724
"193","work","1660",759353.31074,5729787.17382
"193","home","2359",774941,5761468
"194","home","0000",774962,5760095
"194","work","0953",771154.38036,5738979.16897
"194","home","1618",774962,5760095
"194","shops","1848",777902.25512,5762634.6724
"194","home","2109",774962,5760095
"195","home","0000",774723,5755993
"195","shops","1004",778482.57737,5744462.75843
"195","work","1241",778463.2759,5744455.4553
"195","home","2139",774723,5755993
"196","home","0000",778081,5757303
"196","other","1023",777888.65052,5762548.96247
"196","work","1205",789848.05453,5752795.44381
"196","shops","2118",778279.66613,5743500.15352
"196","home","2211",778081,5757303
"197","home","0000",788098,5754922
"197","other","0746",790829.71368,5755284.52525
"197","work","0950",789434.99816,5751266.44194
"197","home","1756",788098,5754922
"197","other","1805",789863.66729,5753170.47836
"197","home","2042",788098,5754922
"198","home","0000",776721,5754310
"198","beach","0940",776580.38162,5741915.32936
"198","shops","1539",778433.82508,5744429.17115
"198","work","1750",778210.63486,5744138.97464
"198","home","2359",776721,5754310
"199","home","0000",786434,5758801
"199","other","0307",790829.71368,5755284.52525
"199","home","0518",786434,5758801
"199","work","0841",789434.99816,5751266.44194
"199","beach","1721",790861.74053,5752552.89152
"199","home","1954",786434,5758801
"200","home","0000",786818,5762927
"200","other","0530",733052.04408,5756331.45377
"200","home","0634",786818,5762927
"200","work","0900",786334.34808,5764005.76275
"200","shops","1610",790357.10312,5752184.65303
"200","home","1809",786818,5762927
"200","other","2217",792837.45553,5769972.52889
"200","home","2359",786818,5762927
"201","home","0000",777318,5755414
"201","work","0954",778463.2759,5744455.4553
"201","shops","1620",789902.15203,5752276.48654
"201","home","1808",777318,5755414
"202","home","0000",774221,5754951
"202","work","0953",770405.93026,5737998.74274
"202","home","1629",774221,5754951
"203","home","0000",782635,5755108
"203","work","0838",790098.62271,5754759.19639
"203","shops","1755",790357.10312,5752184.65303
"203","home","1936",782635,5755108
"204","home","0000",774435,5756081
"204","work","0845",790106.78926,5751427.52566
"204","home","1604",774435,5756081
"205","home","0000",772805,5763858
"205","work","0860",778791.70915,5745372.55639
"205","shops","1758",777902.25512,5762634.6724
"205","home","1846",772805,5763858
"206","home","0000",777633,5753725
"206","other","0860",778779.70651,5745319.61958
"206","home","1115",777633,5753725
"206","beach","1242",786255.54497,5747965.81546
"206","shops","1424",790670.88255,5752085.50432
"206","other","1828",778779.70651,5745319.61958
"206","home","2033",777633,5753725
"207","home","0000",786816,5756783
"207","other","0144",790829.71368,5755284.52525
"207","home","0359",786816,5756783
"207","work","0936",786334.34808,5764005.76275
"207","beach","1659",797658.77908,5756257.89872
"207","home","1801",786816,5756783
"208","home","0000",772605,5754508
"208","other","1016",777888.65052,5762548.96247
"208","home","1235",772605,5754508
"208","work","1748",778210.63486,5744138.97464
"208","home","2359",772605,5754508
"209","home","0000",777358,5754166
"209","work","0929",778791.70915,5745372.55639
"209","beach","1638",778237.06886,5743964.79164
"209","home","1906",777358,5754166
"210","home","0000",772275,5756519
"210","beach","0941",790599.42678,5751665.27
"210","home","1003",772275,5756519
"210","shops","1225",732598.98147,5756278.36455
"210","other","1418",789863.66729,5753170.47836
"210","work","1703",790098.62271,5754759.19639
"210","home","2359",772275,5756519
"211","home","0000",779008,5759290
"211","work","0856",770968.05532,5738364.60103
"211","home","1714",779008,5759290
"212","home","0000",781808,5752709
"212","work","0925",778791.70915,5745372.55639
"212","other","1660",778779.70651,5745319.61958
"212","home","1946",781808,5752709
"213","home","0000",780626,5759877
"213","work","0906",778463.2759,5744455.4553
"213","home","1705",780626,5759877
"213","other","1921",731478.52678,5755794.65326
